event_title,event_id,event_type,event_start,event_end,exp_attendance,exp_participants,event_host,event_url,event_address,lat,long
Finish Chelsea's Run,49892,ATHLETIC,2018-03-03 6:30,2018-03-03 11:00,7000,100,Chelsea's Light Foundation,www.chelseaslight.org,6th Avenue & Laurel street,32.7315849,-117.1594085
Robert Egger Sr Recreation Center Carnival: 4 days,50519,FESTIVAL,2018-03-02 17:00,2018-03-02 23:00,2000,35,Christiansen Amusements,www.amusements.com,1885 Coronado Avenue,32.57627629,-117.0935172
Robert Egger Sr Recreation Center Carnival: 4 days,50518,FESTIVAL,2018-03-01 17:00,2018-03-01 23:00,2000,35,Christiansen Amusements,www.amusements.com,1885 Coronado Avenue,32.57627629,-117.0935172
North Park Thursday Market,50035,FARMERS,2018-03-01 15:00,2018-03-01 19:30,900,70,North Park Main Street,www.northparkmarket.com,North Park Way & Granada Avenue,32.7474103,-117.1266214
Ocean Beach Certified Farmer's Market (Wednesdays),50169,FARMERS,2018-02-28 16:00,2018-02-28 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,Newport Avenue & Bacon Street,32.7431327,-117.2449981
Curbside Bites Food Truck Markets - Downtown Lunch,49791,FARMERS,2018-02-28 11:00,2018-02-28 14:00,300,30,Curbside Bites,www.curbsidebites.com,B & India Streets,32.715738,-117.1610838
Pacific Beach Tuesday Farmers' Market,50463,FARMERS,2018-02-27 14:00,2018-02-27 19:00,800,60,Discover PB,www.pacificbeachmarket.com,Bayard Street & Grand Avenue,32.7999983,-117.254587
TCT International Art Festival (5-day Event),50156,EXHIBITS,2018-02-25 12:00,2018-02-25 17:00,100,10,Falun Dafa Assocation San Diego Branch,,1650 El Prado,32.73168312,-117.1489845
2018 San Diego Chinese New Year Fair,49891,FESTIVAL,2018-02-25 10:00,2018-02-25 17:00,20000,600,Chinese Consolidated Benevolent Association,www.sdcny.org,3rd & Island Avenues,32.7334672,-117.162133
2018 Hillcrest Farmers' Market (Sundays),49909,FARMERS,2018-02-25 9:00,2018-02-25 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485423,-117.149901
Old Town Artisan's Market,50340,FARMERS,2018-02-25 9:00,2018-02-25 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
Rock Church 2018 Ministry Fair,50533,FESTIVAL,2018-02-25 7:30,2018-02-25 20:30,12000,500,San Diego Rock Church,www.sdrock.com,2277 Rosecrans St,32.7356614,-117.2187168
The San Diego Winter Brew Fest,49840,FESTIVAL,2018-02-24 18:00,2018-02-24 22:00,1800,200,Fleet Science Center,,1875 El Prado,32.7308159,-117.1470552
San Diego Beer Chase,50641,ATHLETIC,2018-02-24 13:00,2018-02-24 21:00,525,50,Cascade Lakes Race Group LLC,,15th and E Streets,32.7147013,-117.1503945
SR 15 Mid-City Centerline Transit Stations Opening,50592,FESTIVAL,2018-02-24 11:00,2018-02-24 13:00,300,,SANDAG Caltrans MTS,,Orange Avenue & 40th Street,32.6894338,-117.1776873
2018 San Diego Chinese New Year Fair,49890,FESTIVAL,2018-02-24 10:00,2018-02-24 17:00,20000,600,Chinese Consolidated Benevolent Association,www.sdcny.org,3rd & Island Avenues,32.7334672,-117.162133
Old Town Artisan's Market,50339,FARMERS,2018-02-24 9:00,2018-02-24 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
City Heights Farmer's Market (Every Saturday),50086,FARMERS,2018-02-24 9:00,2018-02-24 13:00,500,100,San Diego County Farm Bureau,www.sdfarmbureau.org,Wightman & 43rd Streets,32.7477532,-117.0999832
The Mercato Little Italy's Farmers' Market,49984,FARMERS,2018-02-24 8:00,2018-02-24 14:00,1500,400,Little Italy Association of San Diego,www.littleitalymercato.com,Cedar & Front Streets,32.7219778,-117.1615697
Ocean Beach Certified Farmer's Market (Wednesdays),50168,FARMERS,2018-02-21 16:00,2018-02-21 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,Newport Avenue & Bacon Street,32.7431327,-117.2449981
Curbside Bites Food Truck Markets - Downtown Lunch,49790,FARMERS,2018-02-21 11:00,2018-02-21 14:00,300,30,Curbside Bites,www.curbsidebites.com,B & India Streets,32.715738,-117.1610838
Pacific Beach Tuesday Farmers' Market,50462,FARMERS,2018-02-20 14:00,2018-02-20 19:00,800,60,Discover PB,www.pacificbeachmarket.com,Bayard Street & Grand Avenue,32.7999983,-117.254587
2018 Hillcrest Farmers' Market (Sundays),49908,FARMERS,2018-02-18 9:00,2018-02-18 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485423,-117.149901
Old Town Artisan's Market,50338,FARMERS,2018-02-18 9:00,2018-02-18 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
Hillcrest Car Show,50144,FESTIVAL,2018-02-17 14:00,2018-02-17 18:00,250,20,Hillcrest Business Association,www.fabuloushillcrest.com,Normal & Harvey Milk Streets,32.7521124,-117.1481502
City Heights Farmer's Market (Every Saturday),50085,FARMERS,2018-02-17 9:00,2018-02-17 13:00,500,100,San Diego County Farm Bureau,www.sdfarmbureau.org,Wightman & 43rd Streets,32.7477532,-117.0999832
Old Town Artisan's Market,50337,FARMERS,2018-02-17 9:00,2018-02-17 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
The Mercato Little Italy's Farmers' Market,49983,FARMERS,2018-02-17 8:00,2018-02-17 14:00,1500,400,Little Italy Association of San Diego,www.littleitalymercato.com,Cedar & Front Streets,32.7219778,-117.1615697
12th Annual Tritonman 2018,50516,ATHLETIC,2018-02-17 5:00,2018-02-17 12:00,100,20,UCSD Tritonman Club,www.tritonman.club,1740 East Mission Bay Drive,32.77676793,-117.2097387
San Diego TET Festival 2018 (3-Day Event),49960,FESTIVAL,2018-02-16 17:00,2018-02-16 22:00,6000/day,300,The Vietnamese American Youth Alliance,www.sdtet.com,8575 New Salem Street,32.91517749,-117.1398683
Chinese New Year Celebration - Year of the Dog,49889,FESTIVAL,2018-02-15 23:00,2018-02-16 0:30,400,100,Indochinese Association of San Diego,,4536-4540 University Avenue,32.74980606,-117.0968504
Ocean Beach Certified Farmer's Market (Wednesdays),50167,FARMERS,2018-02-14 16:00,2018-02-14 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,Newport Avenue & Bacon Street,32.7431327,-117.2449981
Curbside Bites Food Truck Markets - Downtown Lunch,49789,FARMERS,2018-02-14 11:00,2018-02-14 14:00,300,30,Curbside Bites,www.curbsidebites.com,B & India Streets,32.715738,-117.1610838
Pacific Beach Tuesday Farmers' Market,50461,FARMERS,2018-02-13 14:00,2018-02-13 19:00,800,60,Discover PB,www.pacificbeachmarket.com,Bayard Street & Grand Avenue,32.7999983,-117.254587
2018 Hillcrest Farmers' Market (Sundays),49907,FARMERS,2018-02-11 9:00,2018-02-11 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485423,-117.149901
Old Town Artisan's Market,50336,FARMERS,2018-02-11 9:00,2018-02-11 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
Ray at Night (2nd Saturday Each Month),50132,FARMERS,2018-02-10 18:00,2018-02-10 22:00,500,40,North Park for the Arts,www.northparkarts.org,Ray Street & University Avenue,32.7447533,-117.1292257
Old Town Artisan's Market,50335,FARMERS,2018-02-10 9:00,2018-02-10 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
City Heights Farmer's Market (Every Saturday),50084,FARMERS,2018-02-10 9:00,2018-02-10 13:00,500,100,San Diego County Farm Bureau,www.sdfarmbureau.org,Wightman & 43rd Streets,32.7477532,-117.0999832
The Mercato Little Italy's Farmers' Market,49982,FARMERS,2018-02-10 8:00,2018-02-10 14:00,1500,400,Little Italy Association of San Diego,www.littleitalymercato.com,Cedar & Front Streets,32.7219778,-117.1615697
Mermaid San Diego Run 5K 10K Half Marathon,50444,ATHLETIC,2018-02-10 7:00,2018-02-10 12:00,8000,100,Mermaid Series,www.mermaidseries.com,1590 East Mission Bay Drive,32.77581408,-117.2094361
Dionysus Dash San Diego,50603,ATHLETIC,2018-02-10 7:00,2018-02-10 11:00,200,20,Dionysus Dash,,2455 Cushing Road,32.73487869,-117.2139081
F45 North Park Grand Opening,50640,FESTIVAL,2018-02-09 18:00,2018-02-09 21:30,100,10,F45 Training North Park,,3800 30th Street,32.747552,-117.1302971
Local Latin American Mssters: A Live Art Event,50595,FESTIVAL,2018-02-09 17:00,2018-02-09 20:00,400,,San Diego Museum of Art,,1450 El Prado,32.73166119,-117.151809
Ocean Beach Certified Farmer's Market (Wednesdays),50166,FARMERS,2018-02-07 16:00,2018-02-07 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,Newport Avenue & Bacon Street,32.7431327,-117.2449981
Curbside Bites Food Truck Markets - Downtown Lunch,49788,FARMERS,2018-02-07 11:00,2018-02-07 14:00,300,30,Curbside Bites,www.curbsidebites.com,B & India Streets,32.715738,-117.1610838
Urban Dsicovery Academy Jog-a-Thon,50507,ATHLETIC,2018-02-07 8:30,2018-02-07 12:00,800,532,Urban Discovery Academy,,14th and E Streets,32.7147011,-117.1519739
Pacific Beach Tuesday Farmers' Market,50460,FARMERS,2018-02-06 14:00,2018-02-06 19:00,800,60,Discover PB,www.pacificbeachmarket.com,Bayard Street & Grand Avenue,32.7999983,-117.254587
2018 Hillcrest Farmers' Market (Sundays),49906,FARMERS,2018-02-04 9:00,2018-02-04 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485423,-117.149901
Old Town Artisan's Market,50334,FARMERS,2018-02-04 9:00,2018-02-04 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
Ocean Discovery Institute Living Lab Grand Opening,50449,FESTIVAL,2018-02-03 13:00,2018-02-03 15:30,800,40,Ocean Discovery Institute,www.oceandiscoveryinstitute.org,4255 Thorn Street,32.7403353,-117.1027281
City Heights Farmer's Market (Every Saturday),50083,FARMERS,2018-02-03 9:00,2018-02-03 13:00,500,100,San Diego County Farm Bureau,www.sdfarmbureau.org,Wightman & 43rd Streets,32.7477532,-117.0999832
Old Town Artisan's Market,50333,FARMERS,2018-02-03 9:00,2018-02-03 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
The Mercato Little Italy's Farmers' Market,49981,FARMERS,2018-02-03 8:00,2018-02-03 14:00,1500,400,Little Italy Association of San Diego,www.littleitalymercato.com,Cedar & Front Streets,32.7219778,-117.1615697
Eric Paredes Save A Heart Save A Life 5K,50447,ATHLETIC,2018-02-03 7:00,2018-02-03 12:00,700,50,Eric Paredes Save A Life Foundation,www.epsavealife.org/5k/,2455 Cushing Drive,32.7347444,-117.2143827
Super Run 10K & 5K Run/Walk,50155,ATHLETIC,2018-02-03 7:00,2018-02-03 10:30,1500,80,Water for Children Africa,www.kathyloperevents.com,404 Sea World Drive,32.76115329,-117.2210702
Ocean Beach Certified Farmer's Market (Wednesdays),50165,FARMERS,2018-01-31 16:00,2018-01-31 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,Newport Avenue & Bacon Street,32.7431327,-117.2449981
Curbside Bites Food Truck Markets - Downtown Lunch,49787,FARMERS,2018-01-31 11:00,2018-01-31 14:00,300,30,Curbside Bites,www.curbsidebites.com,B & India Streets,32.715738,-117.1610838
Pacific Beach Tuesday Farmers' Market,50459,FARMERS,2018-01-30 14:00,2018-01-30 19:00,800,60,Discover PB,www.pacificbeachmarket.com,Bayard Street & Grand Avenue,32.7999983,-117.254587
2018 Hillcrest Farmers' Market (Sundays),49905,FARMERS,2018-01-28 9:00,2018-01-28 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485423,-117.149901
Old Town Artisan's Market,50332,FARMERS,2018-01-28 9:00,2018-01-28 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
2018 Farmer's Insurance Open - PGA Tour,49837,ATHLETIC,2018-01-28 6:00,2018-01-28 18:00,105000,156,Century Club of San Diego,www.farmersinsuranceopen.com,11480 N Torrey Pines Rd,32.9041197,-117.2446315
5K Happy Hour Run,50506,ATHLETIC,2018-01-27 14:00,2018-01-27 19:00,500,30,Worldwide Push Foundation Inc.,,2455 Cushing Road,32.73487869,-117.2139081
City Heights Farmer's Market (Every Saturday),50082,FARMERS,2018-01-27 9:00,2018-01-27 13:00,500,100,San Diego County Farm Bureau,www.sdfarmbureau.org,Wightman & 43rd Streets,32.7477532,-117.0999832
Old Town Artisan's Market,50331,FARMERS,2018-01-27 9:00,2018-01-27 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
The Mercato Little Italy's Farmers' Market,49980,FARMERS,2018-01-27 8:00,2018-01-27 14:00,1500,400,Little Italy Association of San Diego,www.littleitalymercato.com,Cedar & Front Streets,32.7219778,-117.1615697
One Wave Challenge & Beach Running Festival,50029,ATHLETIC,2018-01-27 6:00,2018-01-27 12:00,500,50,Boys to Men Mentoring,www.1wavechallenge.org,8300 Camino del Oro,32.85739221,-117.2563075
2018 Farmer's Insurance Open - PGA Tour,49836,ATHLETIC,2018-01-27 6:00,2018-01-27 18:00,105000,156,Century Club of San Diego,www.farmersinsuranceopen.com,11480 N Torrey Pines Rd,32.9041197,-117.2446315
2018 Farmer's Insurance Open - PGA Tour,49835,ATHLETIC,2018-01-26 6:00,2018-01-26 18:00,105000,156,Century Club of San Diego,www.farmersinsuranceopen.com,11480 N Torrey Pines Rd,32.9041197,-117.2446315
North Park Thursday Market,50034,FARMERS,2018-01-25 15:00,2018-01-25 19:30,900,70,North Park Main Street,www.northparkmarket.com,North Park Way & Granada Avenue,32.7474103,-117.1266214
2018 Farmer's Insurance Open - PGA Tour,49834,ATHLETIC,2018-01-25 6:00,2018-01-25 18:00,105000,156,Century Club of San Diego,www.farmersinsuranceopen.com,11480 N Torrey Pines Rd,32.9041197,-117.2446315
Ocean Beach Certified Farmer's Market (Wednesdays),50164,FARMERS,2018-01-24 16:00,2018-01-24 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,Newport Avenue & Bacon Street,32.7431327,-117.2449981
Curbside Bites Food Truck Markets - Downtown Lunch,49786,FARMERS,2018-01-24 11:00,2018-01-24 14:00,300,30,Curbside Bites,www.curbsidebites.com,B & India Streets,32.715738,-117.1610838
Pacific Beach Tuesday Farmers' Market,50458,FARMERS,2018-01-23 14:00,2018-01-23 19:00,800,60,Discover PB,www.pacificbeachmarket.com,Bayard Street & Grand Avenue,32.7999983,-117.254587
2018 Hillcrest Farmers' Market (Sundays),49904,FARMERS,2018-01-21 9:00,2018-01-21 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485423,-117.149901
Old Town Artisan's Market,50330,FARMERS,2018-01-21 9:00,2018-01-21 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
Fiesta Island Time Trial Series,50451,ATHLETIC,2018-01-21 7:00,2018-01-21 9:00,120,20,San Diego Bicycle Club,www.sdbc.org/fiesta-island-time-trial,1400 Fiesta Island Road,32.78888433,-117.2136896
Hillcrest Car Show,50143,FESTIVAL,2018-01-20 14:00,2018-01-20 18:00,250,20,Hillcrest Business Association,www.fabuloushillcrest.com,Normal & Harvey Milk Streets,32.7521124,-117.1481502
City Heights Farmer's Market (Every Saturday),50081,FARMERS,2018-01-20 9:00,2018-01-20 13:00,500,100,San Diego County Farm Bureau,www.sdfarmbureau.org,Wightman & 43rd Streets,32.7477532,-117.0999832
Old Town Artisan's Market,50329,FARMERS,2018-01-20 9:00,2018-01-20 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
The Mercato Little Italy's Farmers' Market,49979,FARMERS,2018-01-20 8:00,2018-01-20 14:00,1500,400,Little Italy Association of San Diego,www.littleitalymercato.com,Cedar & Front Streets,32.7219778,-117.1615697
North Park Thursday Market,50033,FARMERS,2018-01-18 15:00,2018-01-18 19:30,900,70,North Park Main Street,www.northparkmarket.com,North Park Way & Granada Avenue,32.7474103,-117.1266214
Ocean Beach Certified Farmer's Market (Wednesdays),50163,FARMERS,2018-01-17 16:00,2018-01-17 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,Newport Avenue & Bacon Street,32.7431327,-117.2449981
Curbside Bites Food Truck Markets - Downtown Lunch,49785,FARMERS,2018-01-17 11:00,2018-01-17 14:00,300,30,Curbside Bites,www.curbsidebites.com,B & India Streets,32.715738,-117.1610838
Pacific Beach Tuesday Farmers' Market,50457,FARMERS,2018-01-16 14:00,2018-01-16 19:00,800,60,Discover PB,www.pacificbeachmarket.com,Bayard Street & Grand Avenue,32.7999983,-117.254587
Martin Luther King Jr. Parade 2018,49886,PARADES,2018-01-14 14:00,2018-01-14 16:00,10000,3000,Zeta Sigma Lambda Foundation and Alpha Phi Alpha,,Harbor Drive & Grape Street,32.7093836,-117.1628654
Old Town Artisan's Market,50328,FARMERS,2018-01-14 9:00,2018-01-14 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
2018 Hillcrest Farmers' Market (Sundays),49903,FARMERS,2018-01-14 9:00,2018-01-14 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485423,-117.149901
Ray at Night (2nd Saturday Each Month),50131,FARMERS,2018-01-13 18:00,2018-01-13 22:00,500,40,North Park for the Arts,www.northparkarts.org,Ray Street & University Avenue,32.7447533,-117.1292257
City Heights Farmer's Market (Every Saturday),50080,FARMERS,2018-01-13 9:00,2018-01-13 13:00,500,100,San Diego County Farm Bureau,www.sdfarmbureau.org,Wightman & 43rd Streets,32.7477532,-117.0999832
Old Town Artisan's Market,50327,FARMERS,2018-01-13 9:00,2018-01-13 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
The Mercato Little Italy's Farmers' Market,49978,FARMERS,2018-01-13 8:00,2018-01-13 14:00,1500,400,Little Italy Association of San Diego,www.littleitalymercato.com,Cedar & Front Streets,32.7219778,-117.1615697
North Park Thursday Market,50032,FARMERS,2018-01-11 15:00,2018-01-11 19:30,900,70,North Park Main Street,www.northparkmarket.com,North Park Way & Granada Avenue,32.7474103,-117.1266214
Ocean Beach Certified Farmer's Market (Wednesdays),50162,FARMERS,2018-01-10 16:00,2018-01-10 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,Newport Avenue & Bacon Street,32.7431327,-117.2449981
Curbside Bites Food Truck Markets - Downtown Lunch,49784,FARMERS,2018-01-10 11:00,2018-01-10 14:00,300,30,Curbside Bites,www.curbsidebites.com,B & India Streets,32.715738,-117.1610838
Pacific Beach Tuesday Farmers' Market,50456,FARMERS,2018-01-09 14:00,2018-01-09 19:00,800,60,Discover PB,www.pacificbeachmarket.com,Bayard Street & Grand Avenue,32.7999983,-117.254587
Old Town Artisan's Market,50227,FARMERS,2018-01-07 9:00,2018-01-07 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
2018 Hillcrest Farmers' Market (Sundays),49902,FARMERS,2018-01-07 9:00,2018-01-07 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485423,-117.149901
San Diego Resolution Run,49833,ATHLETIC,2018-01-07 6:00,2018-01-07 13:00,1000,100,San Diego Roots Sustainable Food,www.sandyfeetevents.com,1740 East Mission Bay Drive,32.77676793,-117.2097387
Old Town Artisan's Market,50226,FARMERS,2018-01-06 9:00,2018-01-06 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
City Heights Farmer's Market (Every Saturday),50079,FARMERS,2018-01-06 9:00,2018-01-06 13:00,500,100,San Diego County Farm Bureau,www.sdfarmbureau.org,Wightman & 43rd Streets,32.7477532,-117.0999832
The Mercato Little Italy's Farmers' Market,49977,FARMERS,2018-01-06 8:00,2018-01-06 14:00,1500,400,Little Italy Association of San Diego,www.littleitalymercato.com,Cedar & Front Streets,32.7219778,-117.1615697
North Park Thursday Market,50031,FARMERS,2018-01-04 15:00,2018-01-04 19:30,900,70,North Park Main Street,www.northparkmarket.com,North Park Way & Granada Avenue,32.7474103,-117.1266214
Ocean Beach Certified Farmer's Market (Wednesdays),50161,FARMERS,2018-01-03 16:00,2018-01-03 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,Newport Avenue & Bacon Street,32.7431327,-117.2449981
Curbside Bites Food Truck Markets - Downtown Lunch,49783,FARMERS,2018-01-03 11:00,2018-01-03 14:00,300,30,Curbside Bites,www.curbsidebites.com,B & India Streets,32.715738,-117.1610838
2017 Hillcrest Farmers' Market (Sundays),48856,FARMERS,2017-12-31 9:00,2017-12-31 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485387,-117.1498828
Old Town Artisan's Market,49158,FARMERS,2017-12-31 9:00,2017-12-31 4:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
Holiday Food Truck Festival,50225,FESTIVAL,2017-12-30 14:00,2017-12-30 19:00,500/day,30,Park & recreation Department,www.balboaparkconservancy.org/project/food-truck-friday/,1450 El Prado,32.73166119,-117.151809
Old Town Artisan's Market,49157,FARMERS,2017-12-30 9:00,2017-12-30 4:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
City Heights Farmer's Market (Every Saturday),48774,FARMERS,2017-12-30 9:00,2017-12-30 13:00,500/day,100,San Diego County Farm Bureau,www.sdfarmbureau.org,4300 Wightman Street,32.7479815,-117.1018393
The Mercato: Little Italy's Farmers Market (Sat.),48995,FARMERS,2017-12-30 8:00,2017-12-30 14:00,1500,400,Little Italy Association of San Diego.,www.littleitalymercato.com,224 W. Date Street,32.72322341,-117.1651193
Holiday Food Truck Festival,50224,FESTIVAL,2017-12-29 14:00,2017-12-29 19:00,500/day,30,Park & recreation Department,www.balboaparkconservancy.org/project/food-truck-friday/,1450 El Prado,32.73166119,-117.151809
North Park Thursday Market,48721,FARMERS,2017-12-28 15:00,2017-12-28 19:30,900,70,North Park Main Street,www.northparkmarket.com,2900 North Park Way,32.74767102,-117.1305303
Holiday Food Truck Festival,50223,FESTIVAL,2017-12-28 14:00,2017-12-28 19:00,500/day,30,Park & recreation Department,www.balboaparkconservancy.org/project/food-truck-friday/,1450 El Prado,32.73166119,-117.151809
Port of San Diego Holiday Bowl Parade,49620,PARADES,2017-12-28 9:50,2017-12-28 13:00,60000,5000,Holiday Bowl,www.holidaybowl.com,Harbor Drive & Cedar Street,32.7093836,-117.1628654
Holiday Bowl 5K,49895,ATHLETIC,2017-12-28 9:45,2017-12-28 12:00,1000,100,KOZ Events,www.kozenterprises.com,,NaN,NaN
Ocean Beach Certified Farmer's Market (Wednesdays),48618,FARMERS,2017-12-27 16:00,2017-12-27 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,4900 Block of Newport Avenue,32.7458016,-117.249336
Holiday Food Truck Festival,50222,FESTIVAL,2017-12-27 14:00,2017-12-27 19:00,500/day,30,Park & recreation Department,www.balboaparkconservancy.org/project/food-truck-friday/,1450 El Prado,32.73166119,-117.151809
Holiday Food Truck Festival,50221,FESTIVAL,2017-12-26 14:00,2017-12-26 19:00,500/day,30,Park & recreation Department,www.balboaparkconservancy.org/project/food-truck-friday/,1450 El Prado,32.73166119,-117.151809
Pacific Beach Tuesday Farmer's Market,49059,FARMERS,2017-12-26 14:00,2017-12-26 19:00,800,60,Discover PB,www.pacificbeachmarket.com,4499 Bayard St,32.79687832,-117.2533648
Old Town Artisan's Market,49156,FARMERS,2017-12-24 9:00,2017-12-24 4:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
2017 Hillcrest Farmers' Market (Sundays),48855,FARMERS,2017-12-24 9:00,2017-12-24 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485387,-117.1498828
City Heights Farmer's Market (Every Saturday),48773,FARMERS,2017-12-23 9:00,2017-12-23 13:00,500/day,100,San Diego County Farm Bureau,www.sdfarmbureau.org,4300 Wightman Street,32.7479815,-117.1018393
Old Town Artisan's Market,49155,FARMERS,2017-12-23 9:00,2017-12-23 4:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
Ocean Beach Town Council Craft Fair,49522,FARMERS,2017-12-23 9:00,2017-12-23 16:00,150,50,OB Town Council,http://obtowncouncil.org/,Newport Avenue & Abbott Street,32.7478167,-117.2526241
The Mercato: Little Italy's Farmers Market (Sat.),48994,FARMERS,2017-12-23 8:00,2017-12-23 14:00,1500,400,Little Italy Association of San Diego.,www.littleitalymercato.com,224 W. Date Street,32.72322341,-117.1651193
North Park Thursday Market,48720,FARMERS,2017-12-21 15:00,2017-12-21 19:30,900,70,North Park Main Street,www.northparkmarket.com,2900 North Park Way,32.74767102,-117.1305303
Ocean Beach Certified Farmer's Market (Wednesdays),48617,FARMERS,2017-12-20 16:00,2017-12-20 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,4900 Block of Newport Avenue,32.7458016,-117.249336
Curbside Bites Food Truck Markets (Wed. Lunch),48566,FARMERS,2017-12-20 11:00,2017-12-20 14:00,300/day,25,Curbside Bites,www.curbsidebites.com,500 West B Street,32.71799441,-117.1676525
Pacific Beach Tuesday Farmer's Market,49058,FARMERS,2017-12-19 14:00,2017-12-19 19:00,800,60,Discover PB,www.pacificbeachmarket.com,4499 Bayard St,32.79687832,-117.2533648
SD Hmong Community New Year Celebration (3-Day),49901,FESTIVAL,2017-12-18 8:00,2017-12-18 18:00,1500,100,Lao Hmong Family Association,www.lhfasd.org,3170 Armstrong St,32.8019805,-117.1656894
Old Town Artisan's Market,49154,FARMERS,2017-12-17 9:00,2017-12-17 4:30,1000,100,Old Town San Diego Chamber of Commerce,,San Diego Ave & Harney St,32.75277983,-117.1949044
2017 Hillcrest Farmers' Market (Sundays),48854,FARMERS,2017-12-17 9:00,2017-12-17 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485387,-117.1498828
SD Hmong Community New Year Celebration (3-Day),49900,FESTIVAL,2017-12-17 8:00,2017-12-17 18:00,1500,100,Lao Hmong Family Association,www.lhfasd.org,3170 Armstrong St,32.8019805,-117.1656894
Holiday in the Hills (Paradise Hills),49976,FESTIVAL,2017-12-16 17:00,2017-12-16 20:00,300,50,ProjectREO,,3900 Reo Drive,32.7778766,-117.1087264
Hillcrest Car Show,49601,FESTIVAL,2017-12-16 14:00,2017-12-16 18:00,250,20,Hillcrest Business Association,www.fabuloushillcrest.com,Normal Street & Harvey Milk Street,32.7521124,-117.1481502
City Heights Farmer's Market (Every Saturday),48772,FARMERS,2017-12-16 9:00,2017-12-16 13:00,500/day,100,San Diego County Farm Bureau,www.sdfarmbureau.org,4300 Wightman Street,32.7479815,-117.1018393
